costOfRevenue,currency,ebit,filingType,fiscalDate,fiscalQuarter,fiscalYear,grossProfit,incomeTax,interestIncome,minorityInterest,netIncome,netIncomeBasic,operatingExpense,operatingIncome,otherIncomeExpenseNet,pretaxIncome,reportDate,researchAndDevelopment,sellingGeneralAndAdmin,symbol,totalRevenue
233307000000,USD,22915000000,10-K,2020-12-31,0,2020,152757000000,2863000000,1092000000,0,21331000000,21331000000,363165000000,22899000000,0,24194000000,2021-02-03,0,28676000000,AMZN,386064000000
165536000000,USD,14527000000,10-K,2019-12-31,0,2019,114986000000,2374000000,768000000,0,11588000000,11588000000,265981000000,14541000000,0,13962000000,2020-01-31,0,24081000000,AMZN,280522000000
139156000000,USD,12430000000,10-K,2018-12-31,0,2018,93731000000,1197000000,977000000,0,10073000000,10073000000,220466000000,12421000000,0,11270000000,2019-02-01,0,18150000000,AMZN,232887000000
111934000000,USD,4102000000,10-K,2017-12-31,0,2017,65932000000,769000000,646000000,0,3033000000,3033000000,173760000000,4106000000,0,3802000000,2018-02-02,0,13743000000,AMZN,177866000000
88265000000,USD,4090000000,10-K,2016-12-31,0,2016,47722000000,1425000000,384000000,0,2371000000,2371000000,131801000000,4186000000,0,3796000000,2017-02-10,0,9665000000,AMZN,135987000000
71651000000,USD,2211000000,10-K,2015-12-31,0,2015,35355000000,950000000,409000000,0,596000000,596000000,104773000000,2233000000,0,1546000000,2016-01-29,0,7001000000,AMZN,107006000000
62752000000,USD,215000000,10-K,2014-12-31,0,2014,26236000000,167000000,171000000,0,-241000000,-241000000,88810000000,178000000,0,-74000000,2015-01-30,0,5884000000,AMZN,88988000000
54181000000,USD,674000000,10-K,2013-12-31,0,2013,20271000000,161000000,103000000,0,274000000,274000000,73707000000,745000000,0,435000000,2014-01-31,0,4262000000,AMZN,74452000000
45971000000,USD,521000000,10-K,2012-12-31,0,2012,15122000000,428000000,52000000,0,-39000000,-39000000,60417000000,676000000,0,389000000,2013-01-30,0,3304000000,AMZN,61093000000
37288000000,USD,850000000,10-K,2011-12-31,0,2011,10789000000,291000000,4000000,0,631000000,631000000,47215000000,862000000,0,922000000,2012-02-01,0,2288000000,AMZN,48077000000
26561000000,USD,1413000000,10-K,2010-12-31,0,2010,7643000000,352000000,-12000000,0,1152000000,1152000000,32798000000,1406000000,0,1504000000,2011-01-28,0,1499000000,AMZN,34204000000
18978000000,USD,1123000000,10-K,2009-12-31,0,2009,5531000000,253000000,-3000000,0,902000000,902000000,23380000000,1129000000,0,1155000000,2010-01-29,0,1008000000,AMZN,24509000000
14896000000,USD,833000000,10-K,2008-12-31,0,2008,4270000000,247000000,-12000000,0,645000000,645000000,18348000000,818000000,24000000,892000000,2009-01-30,0,761000000,AMZN,19166000000
11482000000,USD,655000000,10-K,2007-12-31,0,2007,3353000000,184000000,-13000000,0,476000000,476000000,14180000000,655000000,0,660000000,2008-02-11,0,579000000,AMZN,14835000000
8255000000,USD,389000000,10-K,2006-12-31,0,2006,2456000000,187000000,19000000,0,190000000,190000000,10322000000,389000000,0,377000000,2007-02-16,0,458000000,AMZN,10711000000
6451000000,USD,479000000,10-K,2005-12-31,0,2005,2039000000,95000000,48000000,0,359000000,359000000,8011000000,479000000,0,428000000,2006-02-17,0,364000000,AMZN,8490000000
5319127000,USD,432461000,10-K,2004-12-31,0,2004,1601997000,-232581000,79030000,0,588451000,588451000,6488663000,432461000,0,355870000,2005-03-11,0,270242000,AMZN,6921124000
4006531000,USD,270299000,10K,2003-12-31,0,2003,1257168000,0,108024000,0,35282000,35282000,4993400000,270299000,0,35282000,2004-02-25,0,211089000,AMZN,5263699000
2940318000,USD,101528000,10K,2002-12-31,0,2002,992618000,0,119238000,0,-149132000,-149132000,3831408000,101528000,0,-149933000,2003-02-19,0,204432000,AMZN,3932936000
2323875000,USD,-260999000,10K,2001-12-31,0,2001,798558000,0,110129000,0,-567277000,-567277000,3383432000,-260999000,0,-556754000,2002-01-24,0,228145000,AMZN,3122433000
2106206000,USD,-968165000,10K,2000-12-31,0,2000,655777000,0,90100000,0,-1411273000,-1411273000,3730148000,-968165000,0,-1411273000,2001-03-23,0,703451000,AMZN,2761983000
1349194000,USD,-674452000,10-K/A,1999-12-31,0,1999,290645000,0,39115000,0,-719968000,-719968000,2314291000,-674452000,0,-719968000,2000-09-08,0,483294000,AMZN,1639839000
476155000,USD,-61788000,10-K,1998-12-31,0,1998,133841000,0,12586000,0,-124546000,-124546000,671784000,-61788000,0,-124546000,1999-03-05,46807000,148822000,AMZN,609996000
67791000000,USD,4775000000,10-Q,2023-03-31,1,2023,59567000000,948000000,212000000,0,3172000000,3172000000,122584000000,4774000000,0,4120000000,2023-04-28,0,13215000000,AMZN,127358000000
85640000000,USD,2750000000,10-K,2022-12-31,4,2022,63564000000,-1227000000,249000000,0,278000000,278000000,146467000000,2737000000,0,-949000000,2023-02-03,0,16151000000,AMZN,149204000000
70268000000,USD,2522000000,10-Q,2022-09-30,3,2022,56833000000,69000000,340000000,0,2872000000,2872000000,124576000000,2525000000,0,2941000000,2022-10-28,0,14075000000,AMZN,127101000000
66424000000,USD,3305000000,10-Q,2022-06-30,2,2022,54810000000,-637000000,425000000,0,-2028000000,-2028000000,117917000000,3317000000,0,-2665000000,2022-07-29,0,12989000000,AMZN,121234000000
66499000000,USD,3668000000,10-Q,2022-03-31,1,2022,49945000000,-1422000000,364000000,0,-3844000000,-3844000000,112775000000,3669000000,0,-5266000000,2022-04-29,0,10914000000,AMZN,116444000000
82835000000,USD,3461000000,10-K,2021-12-31,4,2021,54577000000,612000000,364000000,0,14323000000,14323000000,133941000000,3471000000,-11000000,14935000000,2022-02-04,0,13335000000,AMZN,137412000000
62930000000,USD,4848000000,10-Q,2021-09-30,3,2021,47882000000,1155000000,374000000,0,3156000000,3156000000,105971000000,4841000000,11000000,4311000000,2021-10-29,0,10163000000,AMZN,110812000000
64176000000,USD,7714000000,10-Q,2021-06-30,2,2021,48904000000,868000000,329000000,0,7778000000,7778000000,105378000000,7702000000,0,8646000000,2021-07-30,0,9682000000,AMZN,113080000000
62403000000,USD,8860000000,10-Q,2021-03-31,1,2021,46115000000,2156000000,294000000,0,8107000000,8107000000,99653000000,8865000000,0,10263000000,2021-04-30,0,8194000000,AMZN,108518000000
79284000000,USD,6896000000,10-K,2020-12-31,4,2020,46271000000,566000000,314000000,0,7222000000,7222000000,118682000000,6873000000,0,7788000000,2021-02-03,0,9369000000,AMZN,125555000000
57106000000,USD,6285000000,10-Q,2020-09-30,3,2020,39039000000,569000000,310000000,0,6331000000,6331000000,89951000000,6194000000,0,6900000000,2020-10-30,0,7102000000,AMZN,96145000000
52660000000,USD,5849000000,10-Q,2020-06-30,2,2020,36252000000,984000000,268000000,0,5243000000,5243000000,83069000000,5843000000,0,6227000000,2020-07-31,0,5925000000,AMZN,88912000000
44257000000,USD,3885000000,10-Q,2020-03-31,1,2020,31195000000,744000000,200000000,0,2535000000,2535000000,71463000000,3989000000,0,3279000000,2020-05-01,0,6280000000,AMZN,75452000000
53977000000,USD,3881000000,10-K,2019-12-31,4,2019,33460000000,787000000,245000000,0,3268000000,3268000000,83557000000,3880000000,0,4055000000,2020-01-31,0,7583000000,AMZN,87437000000
41302000000,USD,3153000000,10-Q,2019-09-30,3,2019,28679000000,494000000,172000000,0,2134000000,2134000000,66824000000,3157000000,0,2628000000,2019-10-25,0,6100000000,AMZN,69981000000
36337000000,USD,3077000000,10-Q,2019-06-30,2,2019,27067000000,257000000,168000000,0,2625000000,2625000000,60320000000,3084000000,0,2882000000,2019-07-26,0,5561000000,AMZN,63404000000
33920000000,USD,4416000000,10-Q,2019-03-31,1,2019,25780000000,836000000,183000000,0,3561000000,3561000000,55280000000,4420000000,0,4397000000,2019-04-26,0,4837000000,AMZN,59700000000
44786000000,USD,3792000000,10-K,2018-12-31,4,2018,27597000000,328000000,237000000,0,3027000000,3027000000,68596000000,3787000000,0,3355000000,2019-02-01,0,6028000000,AMZN,72383000000
33003000000,USD,3725000000,10-Q,2018-09-30,3,2018,23573000000,508000000,241000000,0,2883000000,2883000000,52852000000,3724000000,0,3391000000,2018-10-26,0,4344000000,AMZN,56576000000
30632000000,USD,2986000000,10-Q,2018-06-30,2,2018,22254000000,74000000,249000000,0,2534000000,2534000000,49903000000,2983000000,0,2608000000,2018-07-27,0,4012000000,AMZN,52886000000
30735000000,USD,1927000000,10-Q,2018-03-31,1,2018,20307000000,287000000,250000000,0,1629000000,1629000000,49115000000,1927000000,0,1916000000,2018-04-27,0,3766000000,AMZN,51042000000
38494000000,USD,2126000000,10-K,2017-12-31,4,2017,21959000000,15000000,273000000,0,1856000000,1856000000,58327000000,2126000000,0,1871000000,2018-02-02,0,4486000000,AMZN,60453000000
27549000000,USD,345000000,10-Q,2017-09-30,3,2017,16195000000,58000000,174000000,0,256000000,256000000,43397000000,347000000,0,314000000,2017-10-27,0,3439000000,AMZN,43744000000
23451000000,USD,626000000,10-Q,2017-06-30,2,2017,14504000000,467000000,99000000,0,197000000,197000000,37327000000,628000000,0,664000000,2017-07-28,0,3103000000,AMZN,37955000000
22440000000,USD,1005000000,10-Q,2017-03-31,1,2017,13274000000,229000000,100000000,0,724000000,724000000,34709000000,1005000000,0,953000000,2017-04-28,0,2715000000,AMZN,35714000000
28959000000,USD,1252000000,10-K,2016-12-31,4,2016,14782000000,414000000,104000000,0,749000000,749000000,42486000000,1255000000,0,1163000000,2017-02-10,0,3229000000,AMZN,43741000000
21260000000,USD,565000000,10-Q,2016-09-30,3,2016,11454000000,229000000,92000000,0,252000000,252000000,32139000000,575000000,0,481000000,2016-10-28,0,2377000000,AMZN,32714000000
19180000000,USD,1270000000,10-Q,2016-06-30,2,2016,11224000000,307000000,92000000,0,857000000,857000000,29119000000,1285000000,0,1164000000,2016-07-29,0,2126000000,AMZN,30404000000
18866000000,USD,1003000000,10-Q,2016-03-31,1,2016,10262000000,475000000,96000000,0,513000000,513000000,28057000000,1071000000,0,988000000,2016-04-29,0,1933000000,AMZN,29128000000
24341000000,USD,1104000000,10-K,2015-12-31,4,2015,11405000000,452000000,100000000,0,482000000,482000000,34638000000,1108000000,0,934000000,2016-01-29,0,2147000000,AMZN,35746000000
16755000000,USD,399000000,10-Q,2015-09-30,3,2015,8603000000,161000000,103000000,0,79000000,79000000,24952000000,406000000,0,240000000,2015-10-23,0,1727000000,AMZN,25358000000
15160000000,USD,460000000,10-Q,2015-06-30,2,2015,8025000000,266000000,102000000,0,92000000,92000000,22721000000,464000000,0,358000000,2015-07-24,0,1617000000,AMZN,23185000000
15395000000,USD,248000000,10-Q,2015-03-31,1,2015,7322000000,71000000,104000000,0,-57000000,-57000000,22462000000,255000000,0,14000000,2015-04-24,0,1510000000,AMZN,22717000000
20671000000,USD,580000000,10-K,2014-12-31,4,2014,8657000000,205000000,66000000,0,214000000,214000000,28737000000,591000000,0,419000000,2015-01-30,0,1968000000,AMZN,29328000000
14627000000,USD,-552000000,10-Q,2014-09-30,3,2014,5952000000,-205000000,40000000,0,-437000000,-437000000,21123000000,-544000000,0,-642000000,2014-10-24,0,1399000000,AMZN,20579000000
13399000000,USD,-20000000,10-Q,2014-06-30,2,2014,5941000000,94000000,34000000,0,-126000000,-126000000,19355000000,-15000000,0,-32000000,2014-07-25,0,1320000000,AMZN,19340000000
14055000000,USD,207000000,10-Q,2014-03-31,1,2014,5686000000,73000000,31000000,0,108000000,108000000,19595000000,146000000,0,181000000,2014-04-25,0,1197000000,AMZN,19741000000
18805000000,USD,477000000,10-K,2013-12-31,4,2013,6781000000,178000000,29000000,0,240000000,240000000,25076000000,510000000,0,418000000,2014-01-31,0,1451000000,AMZN,25586000000
12366000000,USD,-35000000,10-Q,2013-09-30,3,2013,4726000000,-12000000,27000000,0,-41000000,-41000000,17117000000,-25000000,0,-53000000,2013-10-25,0,972000000,AMZN,17092000000
11209000000,USD,68000000,10-Q,2013-06-30,2,2013,4495000000,13000000,24000000,0,-7000000,-7000000,15625000000,79000000,0,6000000,2013-07-26,0,961000000,AMZN,15704000000
11801000000,USD,164000000,10-Q,2013-03-31,1,2013,4269000000,-18000000,23000000,0,82000000,82000000,15889000000,181000000,0,64000000,2013-04-26,0,878000000,AMZN,16070000000
16137000000,USD,360000000,10-K,2012-12-31,4,2012,5131000000,193000000,20000000,0,98000000,98000000,20863000000,405000000,0,291000000,2013-01-30,0,1085000000,AMZN,21268000000
10319000000,USD,-197000000,10-Q,2012-09-30,3,2012,3487000000,83000000,12000000,0,-274000000,-274000000,13834000000,-28000000,0,-191000000,2012-10-26,0,770000000,AMZN,13806000000
9488000000,USD,77000000,10-Q,2012-06-30,2,2012,3346000000,109000000,11000000,0,7000000,7000000,12727000000,107000000,0,116000000,2012-07-27,0,769000000,AMZN,12834000000
10027000000,USD,281000000,10-Q,2012-03-31,1,2012,3158000000,43000000,9000000,0,130000000,130000000,12993000000,192000000,0,173000000,2012-04-27,0,680000000,AMZN,13185000000
13830000000,USD,250000000,10-K,2011-12-31,4,2011,3601000000,86000000,7000000,0,176000000,176000000,17171000000,260000000,0,262000000,2012-02-01,0,776000000,AMZN,17431000000
8325000000,USD,79000000,10-Q,2011-09-30,3,2011,2551000000,67000000,1000000,0,63000000,63000000,10797000000,79000000,0,130000000,2011-10-26,0,545000000,AMZN,10876000000
7525000000,USD,216000000,10-Q,2011-06-30,2,2011,2388000000,49000000,-1000000,0,191000000,191000000,9712000000,201000000,0,240000000,2011-07-27,0,507000000,AMZN,9913000000
7608000000,USD,305000000,10-Q,2011-03-31,1,2011,2249000000,89000000,-3000000,0,201000000,201000000,9535000000,322000000,0,290000000,2011-04-27,0,460000000,AMZN,9857000000
10317000000,USD,467000000,10-K,2010-12-31,4,2010,2630000000,85000000,-3000000,0,415000000,415000000,12473000000,474000000,0,500000000,2011-01-28,0,519000000,AMZN,12947000000
5786000000,USD,286000000,10-Q,2010-09-30,3,2010,1774000000,79000000,-2000000,0,231000000,231000000,7292000000,268000000,0,310000000,2010-10-22,0,358000000,AMZN,7560000000
4957000000,USD,268000000,10-Q,2010-06-30,2,2010,1609000000,88000000,-3000000,0,207000000,207000000,6296000000,270000000,0,295000000,2010-07-23,0,324000000,AMZN,6566000000
5501000000,USD,392000000,10-Q,2010-03-31,1,2010,1630000000,100000000,-4000000,0,299000000,299000000,6737000000,394000000,0,399000000,2010-04-23,0,298000000,AMZN,7131000000
10058000000,USD,6537000000,10-K,2022-12-31,0,2022,18710000000,300000000,2439000000,-95000000,2444000000,2444000000,22344000000,6424000000,0,4078000000,2023-02-27,0,0,DUK,28768000000
6960000000,USD,5744000000,10-K,2021-12-31,0,2021,18137000000,192000000,2280000000,-329000000,3802000000,3802000000,19381000000,5716000000,0,3764000000,2022-02-24,0,0,DUK,25097000000
6511000000,USD,3522000000,10-K,2020-12-31,0,2020,17357000000,-236000000,2162000000,-295000000,1270000000,1270000000,20346000000,3522000000,0,839000000,2021-02-25,0,0,DUK,23868000000
7453000000,USD,5867000000,10-K,2019-12-31,0,2019,17626000000,519000000,2204000000,-177000000,3707000000,3707000000,19374000000,5705000000,0,4097000000,2020-02-20,0,0,DUK,25079000000
7528000000,USD,5259000000,10-K,2018-12-31,0,2018,16993000000,448000000,2094000000,-22000000,2666000000,2666000000,19345000000,5176000000,0,3073000000,2019-02-28,0,0,DUK,24521000000
6982000000,USD,6154000000,10-K,2017-12-31,0,2017,16583000000,1196000000,1986000000,5000000,3059000000,3059000000,17530000000,6035000000,0,4266000000,2018-02-21,0,0,DUK,23565000000
6890000000,USD,5317000000,10-K,2016-12-31,0,2016,15853000000,1156000000,1895000000,18000000,2152000000,2152000000,17426000000,5317000000,0,3734000000,2017-02-24,0,0,DUK,22743000000
7857000000,USD,5521000000,10-K,2015-12-31,0,2015,15602000000,1326000000,1575000000,15000000,2816000000,2816000000,18007000000,5452000000,0,4137000000,2016-02-25,0,0,DUK,23459000000
8467000000,USD,5453000000,10-K,2014-12-31,0,2014,15458000000,1669000000,1565000000,6000000,1883000000,1883000000,18602000000,5323000000,0,4134000000,2015-03-02,0,0,DUK,23925000000
9184000000,USD,5519000000,10-K,2013-12-31,0,2013,15414000000,1261000000,1520000000,11000000,2665000000,2665000000,19201000000,5397000000,0,3920000000,2014-02-28,0,0,DUK,24598000000
7568000000,USD,3924000000,10-K,2012-12-31,0,2012,12056000000,705000000,1192000000,14000000,1768000000,1768000000,15848000000,3776000000,0,2451000000,2013-03-01,0,0,DUK,19624000000
5145000000,USD,3264000000,10-K,2011-12-31,0,2011,9384000000,752000000,806000000,8000000,1706000000,1706000000,11425000000,3104000000,0,2465000000,2012-02-28,0,0,DUK,14529000000
4925000000,USD,3150000000,10-K,2010-12-31,0,2010,9347000000,890000000,773000000,3000000,1320000000,1320000000,11238000000,3034000000,0,2210000000,2011-02-25,0,0,DUK,14272000000
4444000000,USD,2703000000,10-K,2009-12-31,0,2009,8287000000,758000000,674000000,10000000,1075000000,1075000000,10098000000,2633000000,0,1831000000,2010-02-26,0,0,DUK,12731000000
5020000000,USD,2425000000,10-K,2008-12-31,0,2008,8187000000,616000000,741000000,-4000000,1362000000,1362000000,10925000000,2282000000,0,1891000000,2009-02-27,0,0,DUK,13207000000
4503000000,USD,2655000000,10-K,2007-12-31,0,2007,8217000000,712000000,493000000,2000000,1500000000,1500000000,10224000000,2496000000,0,2236000000,2008-02-29,0,0,DUK,12720000000
5232000000,USD,3451000000,10-K,2006-12-31,0,2006,9952000000,843000000,1063000000,61000000,1863000000,1863000000,12465000000,2719000000,0,2923000000,2007-03-01,0,0,DUK,15184000000
7863000000,USD,3510000000,10-K,2005-12-31,0,2005,8883000000,1283000000,1062000000,538000000,1812000000,1812000000,13715000000,3031000000,0,4354000000,2006-03-06,0,0,DUK,16746000000
13433000000,USD,3273000000,10-K,2004-12-31,0,2004,9070000000,540000000,1349000000,195000000,1481000000,1481000000,19391000000,3112000000,0,1967000000,2005-03-16,0,0,DUK,22503000000
13560000000,USD,2615000000,10-K/A,2003-12-31,0,2003,8594000000,-709000000,1380000000,61000000,-1338000000,-1338000000,19662000000,2492000000,0,-1657000000,2004-08-09,0,0,DUK,22154000000
6954000000,USD,2865000000,10K,2002-12-31,0,2002,8709000000,618000000,1110000000,107000000,1021000000,1021000000,13018000000,2645000000,0,1759000000,2003-03-14,0,0,DUK,15663000000
49501000000,USD,4100000000,10K,2001-12-31,0,2001,10002000000,1150000000,785000000,327000000,1884000000,1884000000,55403000000,4100000000,0,3471000000,2002-03-28,0,0,DUK,59503000000
40451000000,USD,3813000000,10K,2000-12-31,0,2000,8867000000,1020000000,911000000,307000000,1757000000,1757000000,45505000000,3813000000,0,3103000000,2001-04-02,0,3469000000,DUK,49318000000
14907000000,USD,1795000000,10K,1999-12-31,0,1999,6835000000,453000000,601000000,142000000,1487000000,1487000000,19947000000,1795000000,0,1442000000,2000-03-21,0,0,DUK,21742000000
11180000000,USD,2433000000,10K,1998-12-31,0,1998,6430000000,777000000,514000000,96000000,1231000000,1231000000,15177000000,2433000000,0,2133000000,1999-03-16,0,0,DUK,17610000000
2675000000,USD,1695000000,10-Q,2023-03-31,1,2023,4601000000,155000000,720000000,-43000000,765000000,765000000,5601000000,1675000000,0,1125000000,2023-05-09,0,0,DUK,7276000000
2781000000,USD,1548000000,10-K,2022-12-31,4,2022,4202000000,109000000,624000000,-22000000,-637000000,-637000000,5461000000,1522000000,0,797000000,2023-02-27,0,0,DUK,6983000000
2818000000,USD,2040000000,10-Q,2022-09-30,3,2022,5150000000,128000000,621000000,-9000000,1371000000,1371000000,5954000000,2014000000,0,1518000000,2022-11-04,0,0,DUK,7968000000
2161000000,USD,1432000000,10-Q,2022-06-30,2,2022,4524000000,77000000,607000000,-27000000,881000000,881000000,5289000000,1396000000,0,957000000,2022-08-04,0,0,DUK,6685000000
2298000000,USD,1517000000,10-Q,2022-03-31,1,2022,4834000000,-14000000,587000000,-37000000,829000000,829000000,5640000000,1492000000,0,806000000,2022-05-09,0,0,DUK,7132000000
1828000000,USD,1093000000,10-K,2021-12-31,4,2021,4410000000,-18000000,592000000,-82000000,723000000,723000000,5142000000,1096000000,0,639000000,2022-02-24,0,0,DUK,6238000000
