adjustedHolding,adjustedMarketValue,entityProperName,reportDate,reportedHolding,reportedMarketValue,symbol
58542,18527372,RUSSELL INVESTMENT CO,2022-06-29,58542,18527372,MCO
57508,18200132,iSHARES TRUST,2022-06-27,57508,18200132,MCO
56522,19071088,Mercer Funds,2022-05-24,56522,19071088,MCO
55939,17703575,FIDELITY CAPITAL TRUST,2022-06-24,55939,17703575,MCO
54880,17368422,DFA INVESTMENT DIMENSIONS GROUP INC,2022-06-28,54880,17368422,MCO
54677,18448567,Brighthouse Funds Trust II,2022-05-26,54677,18448567,MCO
53749,18135450,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,53749,18135450,MCO
53573,16954783,FIDELITY SALEM STREET TRUST,2022-06-24,53573,16954783,MCO
52773,16701599,Dimensional ETF Trust,2022-06-27,52773,16701599,MCO
52139,17592220,JNL SERIES TRUST,2022-05-25,52139,17592220,MCO
52002,16457593,SCHWAB INVESTMENTS,2022-06-24,52002,16457593,MCO
51193,17273030,NORTHERN FUNDS,2022-05-24,51193,17273030,MCO
51051,17225118,VARIABLE INSURANCE PRODUCTS FUND II,2022-05-25,51051,17225118,MCO
50426,15958820,iSHARES TRUST,2022-06-27,50426,15958820,MCO
49356,15894113,Fidelity Rutland Square Trust II,2022-04-27,49356,15894113,MCO
49266,15591704,Advisors' Inner Circle Fund III,2022-06-28,49266,15591704,MCO
49038,15519546,DIMENSIONAL INVESTMENT GROUP INC,2022-06-28,49038,15519546,MCO
48871,16489564,CHESTNUT STREET EXCHANGE FUND,2022-05-31,48871,16489564,MCO
47735,15107173,FIDELITY CONCORD STREET TRUST,2022-06-24,47735,15107173,MCO
46929,15834314,USAA MUTUAL FUNDS TRUST,2022-05-25,46929,15834314,MCO
46525,15698000,AMERICAN FUNDS INSURANCE SERIES,2022-05-27,46525,15698000,MCO
45735,15431446,JNL SERIES TRUST,2022-05-25,45735,15431446,MCO
45400,15318414,NORTHWESTERN MUTUAL SERIES FUND INC,2022-05-24,45400,15318414,MCO
45242,15265103,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,2022-05-26,45242,15265103,MCO
44518,11904558,"PRUDENTIAL JENNISON MID-CAP GROWTH FUND, INC.",2020-07-28,44518,11904558,MCO
43853,14796441,MFS VARIABLE INSURANCE TRUST,2022-05-24,43853,14796441,MCO
43612,14715125,HARTFORD SERIES FUND INC,2022-05-25,43612,14715125,MCO
43198,12537788,ARTISAN PARTNERS FUNDS INC,2021-02-25,43198,12537788,MCO
42499,14339588,SPDR SERIES TRUST,2022-05-27,42499,14339588,MCO
41968,13514955,VANGUARD ADMIRAL FUNDS,2022-04-29,41968,13514955,MCO
41300,16130954,FIDELITY CONTRAFUND,2022-02-24,41300,16130954,MCO
40200,12004122,Natixis Funds Trust I,2021-05-28,40200,12004122,MCO
40194,12720597,DFA INVESTMENT DIMENSIONS GROUP INC,2022-06-28,40194,12720597,MCO
38887,13120863,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,38887,13120863,MCO
38600,12430358,"BNY Mellon Strategic Funds, Inc.",2022-04-28,38600,12430358,MCO
37700,12720357,Fidelity Central Investment Portfolios LLC,2022-05-25,37700,12720357,MCO
37574,12677843,WILLIAMSBURG INVESTMENT TRUST,2022-05-20,37574,12677843,MCO
37242,12565823,VANGUARD VARIABLE INSURANCE FUNDS,2022-05-31,37242,12565823,MCO
36600,12349206,VARIABLE INSURANCE PRODUCTS FUND,2022-05-25,36600,12349206,MCO
35938,11373658,AMERICAN MUTUAL FUND,2022-06-24,35938,11373658,MCO
35743,11510318,AIM COUNSELOR SERIES TRUST (INVESCO COUNSELOR SERIES TRUST),2022-04-29,35743,11510318,MCO
35711,12049249,AMERICAN FUNDS INSURANCE SERIES,2022-05-27,35711,12049249,MCO
35133,11118892,FIDELITY INVESTMENT TRUST,2022-06-24,35133,11118892,MCO
35012,11080598,SCHWAB CAPITAL TRUST,2022-06-24,35012,11080598,MCO
34341,11586997,Brighthouse Funds Trust II,2022-05-26,34341,11586997,MCO
34274,11564390,LINCOLN VARIABLE INSURANCE PRODUCTS TRUST,2022-05-26,34274,11564390,MCO
33871,11428414,JPMORGAN TRUST II,2022-05-27,33871,11428414,MCO
33070,11158149,Voya INVESTORS TRUST,2022-05-26,33070,11158149,MCO
32926,11109562,JOHN HANCOCK VARIABLE INSURANCE TRUST,2022-05-26,32926,11109562,MCO
32802,9520452,FIDELITY DESTINY PORTFOLIOS,2021-02-19,32802,9520452,MCO
31924,10103308,TIAA-CREF FUNDS,2022-06-28,31924,10103308,MCO
31921,10770465,MASSMUTUAL SELECT FUNDS,2022-05-27,31921,10770465,MCO
31519,10634826,MFS VARIABLE INSURANCE TRUST II,2022-05-24,31519,10634826,MCO
31342,9919116,iSHARES TRUST,2022-06-27,31342,9919116,MCO
30888,9946863,Ultimus Managers Trust,2022-04-27,30888,9946863,MCO
30332,10234320,STATE STREET INSTITUTIONAL INVESTMENT TRUST,2022-05-27,30332,10234320,MCO
30285,9584597,VANGUARD WHITEHALL FUNDS,2022-06-29,30285,9584597,MCO
29669,10010617,Columbia Funds Variable Series Trust II,2022-05-25,29669,10010617,MCO
28590,9048163,NUVEEN INVESTMENT TRUST II,2022-06-28,28590,9048163,MCO
28060,8133191,AIM FUNDS GROUP (INVESCO FUNDS GROUP),2020-11-30,28060,8133191,MCO
27534,9290247,Six Circles Trust,2022-05-31,27534,9290247,MCO
27419,8677565,"PRINCIPAL FUNDS, INC.",2022-06-24,27419,8677565,MCO
27400,8823622,FIDELITY MT VERNON STREET TRUST,2022-04-27,27400,8823622,MCO
27338,8803656,VANGUARD WORLD FUND,2022-04-29,27338,8803656,MCO
27331,9221753,VANGUARD QUANTITATIVE FUNDS,2022-05-31,27331,9221753,MCO
26783,8476284,DFA INVESTMENT DIMENSIONS GROUP INC,2022-06-28,26783,8476284,MCO
26398,8500948,VALIC Co I,2022-04-27,26398,8500948,MCO
25914,8201263,Catholic Responsible Investments Funds,2022-06-28,25914,8201263,MCO
25856,8326408,John Hancock Funds II,2022-04-27,25856,8326408,MCO
25800,7478130,FIDELITY ADVISOR SERIES I,2020-11-23,25800,7478130,MCO
25271,8526688,MASTER LARGE CAP SERIES LLC,2022-05-26,25271,8526688,MCO
25004,7913266,Dimensional ETF Trust,2022-06-27,25004,7913266,MCO
24900,8018547,SEI INSTITUTIONAL INVESTMENTS TRUST,2022-04-29,24900,8018547,MCO
24502,8267220,Eaton Vance Tax-Managed Buy-Write Opportunities Fund,2022-05-27,24502,8267220,MCO
24367,8221669,"Calvert Responsible Index Series, Inc.",2022-05-26,24367,8221669,MCO
24250,8182193,VARIABLE INSURANCE PRODUCTS FUND II,2022-05-25,24250,8182193,MCO
23915,8069160,Brighthouse Funds Trust II,2022-05-26,23915,8069160,MCO
23800,6898430,MUTUAL FUND SERIES TRUST,2020-11-25,23800,6898430,MCO
23714,7505007,FIDELITY CONCORD STREET TRUST,2022-06-24,23714,7505007,MCO
23705,7998304,THRIVENT SERIES FUND INC,2022-05-27,23705,7998304,MCO
23614,7967600,SPDR SERIES TRUST,2022-05-27,23614,7967600,MCO
22900,7247392,FIDELITY CAPITAL TRUST,2022-06-24,22900,7247392,MCO
22794,7213845,Thrivent Core Funds,2022-06-28,22794,7213845,MCO
22184,6240359,FIDELITY SECURITIES FUND,2020-09-16,22184,6240359,MCO
21804,7356888,NORTHWESTERN MUTUAL SERIES FUND INC,2022-05-24,21804,7356888,MCO
21787,6895150,"MANNING  NAPIER FUND, INC.",2022-06-23,21787,6895150,MCO
21672,7312350,JNL SERIES TRUST,2022-05-25,21672,7312350,MCO
21570,6946187,VALIC Co I,2022-04-27,21570,6946187,MCO
21329,6868578,VANGUARD WORLD FUND,2022-04-29,21329,6868578,MCO
21019,6768749,VANGUARD SCOTTSDALE FUNDS,2022-04-29,21019,6768749,MCO
20963,6634370,FIDELITY SALEM STREET TRUST,2022-06-24,20963,6634370,MCO
20611,6522969,MFS SERIES TRUST VIII,2022-06-24,20611,6522969,MCO
20486,6483409,AMERICAN BEACON FUNDS,2022-06-28,20486,6483409,MCO
19953,6732342,MUTUAL OF AMERICA INVESTMENT CORP,2022-05-09,19953,6732342,MCO
19277,6504253,Fiera Capital Series Trust,2022-05-24,19277,6504253,MCO
19057,6031159,"MANNING  NAPIER FUND, INC.",2022-06-23,19057,6031159,MCO
18860,6363553,JOHN HANCOCK VARIABLE INSURANCE TRUST,2022-05-26,18860,6363553,MCO
18453,6226227,PACIFIC SELECT FUND,2022-05-27,18453,6226227,MCO
18420,5339038,KP Funds,2020-11-25,18420,5339038,MCO
18279,6167517,AMERICAN FUNDS INSURANCE SERIES,2022-05-27,18279,6167517,MCO
18000,6073380,Managed Portfolio Series,2022-05-23,18000,6073380,MCO
17693,5135216,MARSICO INVESTMENT FUND,2021-02-24,17693,5135216,MCO
17010,6643766,FIDELITY CONTRAFUND,2022-02-24,17010,6643766,MCO
16936,5453900,"PRUDENTIAL SECTOR FUNDS, INC.",2022-04-26,16936,5453900,MCO
16756,5653642,GREAT-WEST FUNDS INC,2022-05-20,16756,5653642,MCO
16715,4594786,VALIC Co II,2021-04-29,16715,4594786,MCO
16498,5566590,VANGUARD TAX-MANAGED FUNDS,2022-05-31,16498,5566590,MCO
16435,5292563,SEI INSTITUTIONAL INVESTMENTS TRUST,2022-04-29,16435,5292563,MCO
16287,5495397,OPTIMUM FUND TRUST,2022-05-19,16287,5495397,MCO
16242,5480213,ADVANCED SERIES TRUST,2022-05-26,16242,5480213,MCO
16240,5229767,PROSHARES TRUST,2022-04-28,16240,5229767,MCO
16213,5221072,SCHWAB STRATEGIC TRUST,2022-04-25,16213,5221072,MCO
15948,4762232,GPS Funds II,2021-05-24,15948,4762232,MCO
15930,5041526,GOLDMAN SACHS TRUST,2022-06-24,15930,5041526,MCO
15904,5121565,VALIC Co I,2022-04-27,15904,5121565,MCO
15824,5339176,HC CAPITAL TRUST,2022-05-25,15824,5339176,MCO
15600,5263596,ADVANCED SERIES TRUST,2022-05-26,15600,5263596,MCO
15337,5174857,FORUM FUNDS,2022-04-28,15337,5174857,MCO
15300,3235950,"T. Rowe Price Diversified Mid-Cap Growth Fund, Inc.",2020-05-26,15300,3235950,MCO
15109,5097928,THRIVENT SERIES FUND INC,2022-05-27,15109,5097928,MCO
15000,4747200,PROFESSIONALLY MANAGED PORTFOLIOS,2022-06-29,15000,4747200,MCO
14979,4823687,COLUMBIA FUNDS SERIES TRUST,2022-04-25,14979,4823687,MCO
14926,5036182,MAINSTAY VP FUNDS TRUST,2022-05-27,14926,5036182,MCO
14536,4600353,"PRINCIPAL FUNDS, INC.",2022-06-24,14536,4600353,MCO
14200,3133798,SCHRODER GLOBAL SERIES TRUST,2019-12-19,14200,3133798,MCO
14029,4439898,Catholic Responsible Investments Funds,2022-06-28,14029,4439898,MCO
13905,4400654,VIRTUS ALTERNATIVE SOLUTIONS TRUST,2022-06-23,13905,4400654,MCO
13793,4441760,PROSHARES TRUST,2022-04-28,13793,4441760,MCO
13736,4634664,MASSMUTUAL SELECT FUNDS,2022-05-27,13736,4634664,MCO
13564,4292735,SUNAMERICA SERIES TRUST,2022-06-29,13564,4292735,MCO
13235,4465621,Voya INVESTORS TRUST,2022-05-26,13235,4465621,MCO
13182,4447739,Bridge Builder Trust,2022-05-31,13182,4447739,MCO
13081,5109177,EQ ADVISORS TRUST,2022-06-08,13081,5109177,MCO
13080,4212152,Columbia Funds Series Trust II,2022-04-25,13080,4212152,MCO
13014,4391054,ALLIANZ VARIABLE INSURANCE PRODUCTS TRUST,2022-05-25,13014,4391054,MCO
12908,4355288,Voya VARIABLE PORTFOLIOS INC,2022-05-26,12908,4355288,MCO
12905,4084174,Frost Family of Funds,2022-06-28,12905,4084174,MCO
12856,4337743,Voya VARIABLE PORTFOLIOS INC,2022-05-26,12856,4337743,MCO
12851,4138408,Columbia Funds Series Trust II,2022-04-25,12851,4138408,MCO
12832,4132289,LORD ABBETT RESEARCH FUND INC,2022-04-28,12832,4132289,MCO
12767,4307713,"BNY MELLON STOCK INDEX FUND, INC.",2022-05-26,12767,4307713,MCO
12640,4000307,SUNAMERICA SERIES TRUST,2022-06-29,12640,4000307,MCO
12573,3979103,BlackRock ETF Trust,2022-06-27,12573,3979103,MCO
12477,3948721,"BNY Mellon Investment Funds IV, Inc.",2022-06-28,12477,3948721,MCO
12399,4183547,PRINCIPAL VARIABLE CONTRACTS FUNDS INC,2022-05-25,12399,4183547,MCO
12170,4106280,NATIONWIDE VARIABLE INSURANCE TRUST,2022-05-19,12170,4106280,MCO
11969,3854377,PROSHARES TRUST,2022-04-28,11969,3854377,MCO
11800,3734464,FIDELITY ADVISOR SERIES VIII,2022-06-24,11800,3734464,MCO
11723,3955457,JNL SERIES TRUST,2022-05-25,11723,3955457,MCO
11589,3667687,SCHWAB CAPITAL TRUST,2022-06-24,11589,3667687,MCO
11483,3874479,GuideStone Funds,2022-05-25,11483,3874479,MCO
11375,3599960,"PRINCIPAL FUNDS, INC.",2022-06-24,11375,3599960,MCO
11294,3372501,AMERICAN CENTURY VARIABLE PORTFOLIOS INC,2021-05-21,11294,3372501,MCO
11000,3711510,BOSTON TRUST WALDEN FUNDS,2022-05-25,11000,3711510,MCO
10518,3548878,"AMERICAN CENTURY QUANTITATIVE EQUITY FUNDS, INC.",2022-05-25,10518,3548878,MCO
10239,3297265,Invesco Exchange-Traded Fund Trust II,2022-04-29,10239,3297265,MCO
10217,3233476,"BNY MELLON INDEX FUNDS, INC.",2022-06-28,10217,3233476,MCO
10208,3230628,"MANNING  NAPIER FUND, INC.",2022-06-23,10208,3230628,MCO
10100,2851634,NUVEEN INVESTMENT TRUST,2021-01-27,10100,2851634,MCO
10021,3381186,Nuveen NASDAQ 100 Dynamic Overwrite Fund,2022-05-27,10021,3381186,MCO
10020,3380848,"BlackRock Variable Series Funds, Inc.",2022-05-25,10020,3380848,MCO
9981,3367689,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,2022-05-27,9981,3367689,MCO
9812,2760116,MFS SERIES TRUST VI,2020-09-22,9812,2760116,MCO
9799,3101188,IndexIQ ETF Trust,2022-06-27,9799,3101188,MCO
9794,3304594,Brighthouse Funds Trust I,2022-05-26,9794,3304594,MCO
9526,3581776,PRUDENTIAL INVESTMENT PORTFOLIOS 5,2021-09-24,9526,3581776,MCO
9500,3205395,GABELLI EQUITY TRUST INC,2022-05-31,9500,3205395,MCO
9500,2009250,Voya PARTNERS INC,2020-05-26,9500,2009250,MCO
9487,3002446,iSHARES TRUST,2022-06-27,9487,3002446,MCO
9440,3039963,AIM COUNSELOR SERIES TRUST (INVESCO COUNSELOR SERIES TRUST),2022-04-29,9440,3039963,MCO
9381,3020963,Franklin Alternative Strategies Funds,2022-04-27,9381,3020963,MCO
9375,2967000,Capital Group U.S. Equity Fund,2022-06-24,9375,2967000,MCO
9375,2464688,CAPITAL GROUP PRIVATE CLIENT SERVICES FUNDS,2020-12-28,9375,2464688,MCO
9321,3144999,Natixis Funds Trust II,2022-05-27,9321,3144999,MCO
9212,3089244,DEUTSCHE DWS INVESTMENT TRUST,2021-07-26,9212,3089244,MCO
9188,3100123,NATIONWIDE VARIABLE INSURANCE TRUST,2022-05-19,9188,3100123,MCO
9144,1872966,"T. Rowe Price Institutional Equity Funds, Inc.",2019-11-27,9144,1872966,MCO
9100,3070431,JNL SERIES TRUST,2022-05-25,9100,3070431,MCO
9000,3036690,CORNERSTONE STRATEGIC VALUE FUND INC,2022-05-24,9000,3036690,MCO
8927,2874762,Northern Lights Fund Trust IV,2022-04-21,8927,2874762,MCO
8916,2871219,VANGUARD ADMIRAL FUNDS,2022-04-29,8916,2871219,MCO
8843,2798633,HARBOR FUNDS,2022-06-29,8843,2798633,MCO
8780,2962460,MFS VARIABLE INSURANCE TRUST,2022-05-24,8780,2962460,MCO
8670,2792000,SCHWAB STRATEGIC TRUST,2022-04-25,8670,2792000,MCO
8650,2737552,NATIONWIDE MUTUAL FUNDS,2022-06-22,8650,2737552,MCO
8375,1988309,PFM Multi-Manager Series Trust,2020-02-28,8375,1988309,MCO
8366,2647672,RUSSELL INVESTMENT CO,2022-06-29,8366,2647672,MCO
8327,2681544,SEI INSTITUTIONAL INVESTMENTS TRUST,2022-04-29,8327,2681544,MCO
8320,2633114,DFA INVESTMENT DIMENSIONS GROUP INC,2022-06-28,8320,2633114,MCO
8288,2622986,THRIVENT MUTUAL FUNDS,2022-06-28,8288,2622986,MCO
8277,2792743,OSI ETF Trust,2022-05-11,8277,2792743,MCO
8254,2784982,NORTHERN FUNDS,2022-05-24,8254,2784982,MCO
8218,2772835,SPDR SERIES TRUST,2022-05-27,8218,2772835,MCO
8147,2623578,SEI INSTITUTIONAL INVESTMENTS TRUST,2022-04-29,8147,2623578,MCO
8074,2724248,BUFFALO FUNDS,2022-05-27,8074,2724248,MCO
8055,2717838,THRIVENT SERIES FUND INC,2022-05-27,8055,2717838,MCO
8049,2212590,Fidelity Commonwealth Trust II,2021-04-23,8049,2212590,MCO
7972,2522979,Dimensional ETF Trust,2022-06-27,7972,2522979,MCO
6,351,Pacer Funds Trust,2022-06-29,6,351,AOS
2,137,Federated Hermes Global Allocation Fund,2022-04-22,2,137,AOS
-298,-11267,AGF Investments Trust,2020-05-13,-298,-11267,AOS
-411,-26259,LoCorr Investment Trust,2022-05-26,-411,-26259,AOS
-884,-51652,PACE SELECT ADVISORS TRUST,2022-06-29,-884,-51652,AOS
-950,-66814,Series Portfolios Trust,2021-09-28,-950,-66814,AOS
-2539,-162217,SEI INSTITUTIONAL MANAGED TRUST,2022-05-26,-2539,-162217,AOS
-6104,-260580,ALGER FUNDS II,2020-03-30,-6104,-260580,AOS
-11846,-1016979,Weiss Strategic Interval Fund,2022-02-22,-11846,-1016979,AOS
-17309,-1230151,"RBB FUND, INC.",2021-07-27,-17309,-1230151,AOS
-33000,-2521860,NEUBERGER BERMAN ALTERNATIVE FUNDS,2022-03-30,-33000,-2521860,AOS
-264503,-11291633,ALGER FUNDS II,2020-03-30,-264503,-11291633,AOS
3782953,241692867,VANGUARD INDEX FUNDS,2022-05-31,3782953,241692867,AOS
3295158,210527645,VANGUARD INDEX FUNDS,2022-05-31,3295158,210527645,AOS
2875363,183706942,VANGUARD INDEX FUNDS,2022-05-31,2875363,183706942,AOS
1988122,127021115,VANGUARD INDEX FUNDS,2022-05-31,1988122,127021115,AOS
1933896,132626588,PROSHARES TRUST,2022-04-28,1933896,132626588,AOS
1710838,109305440,IVY FUNDS,2022-05-20,1710838,109305440,AOS
1444919,92315875,SPDR SP 500 ETF TRUST,2022-05-27,1444919,92315875,AOS
1426926,91166302,SPDR SERIES TRUST,2022-05-27,1426926,91166302,AOS
1023920,50868346,CARILLON SERIES TRUST,2019-12-20,1023920,50868346,AOS
985501,62963659,VANGUARD INSTITUTIONAL INDEX FUNDS,2022-05-31,985501,62963659,AOS
898595,57411235,FIRST TRUST EXCHANGE-TRADED FUND,2022-05-26,898595,57411235,AOS
815401,47643880,VANGUARD SPECIALIZED FUNDS,2022-06-29,815401,47643880,AOS
748412,47816043,SPDR SERIES TRUST,2022-05-27,748412,47816043,AOS
728141,31084339,AB LARGE CAP GROWTH FUND INC,2020-03-09,728141,31084339,AOS
704508,45011016,SELECT SECTOR SPDR TRUST,2022-05-27,704508,45011016,AOS
669779,42792180,FIRST TRUST EXCHANGE-TRADED FUND,2022-05-26,669779,42792180,AOS
589055,34418484,OLD WESTBURY FUNDS INC,2022-06-29,589055,34418484,AOS
541246,20464511,BAIRD FUNDS INC,2020-05-27,541246,20464511,AOS
443042,30016096,LORD ABBETT SECURITIES TRUST,2021-06-28,443042,30016096,AOS
439052,25653808,iSHARES TRUST,2022-06-27,439052,25653808,AOS
322054,21774071,LORD ABBETT MID CAP STOCK FUND INC,2021-05-26,322054,21774071,AOS
317628,21782928,SCHWAB STRATEGIC TRUST,2022-04-25,317628,21782928,AOS
317329,18541533,FIDELITY SALEM STREET TRUST,2022-06-24,317329,18541533,AOS
303142,17712587,DFA INVESTMENT DIMENSIONS GROUP INC,2022-06-28,303142,17712587,AOS
286334,18293879,VANGUARD QUANTITATIVE FUNDS,2022-05-31,286334,18293879,AOS
259182,15144004,SCHWAB CAPITAL TRUST,2022-06-24,259182,15144004,AOS
256706,14999332,FIDELITY SALEM STREET TRUST,2022-06-24,256706,14999332,AOS
238791,15256357,PACIFIC SELECT FUND,2022-05-27,238791,15256357,AOS
237434,13873269,SCHWAB CAPITAL TRUST,2022-06-24,237434,13873269,AOS
213844,12494905,OLD WESTBURY FUNDS INC,2022-06-29,213844,12494905,AOS
212406,12410883,DFA INVESTMENT DIMENSIONS GROUP INC,2022-06-28,212406,12410883,AOS
206178,14139687,Fidelity Rutland Square Trust II,2022-04-27,206178,14139687,AOS
202336,11092060,EATON VANCE SPECIAL INVESTMENT TRUST,2021-02-16,202336,11092060,AOS
197850,12640637,"NICHOLAS II, INC",2022-05-27,197850,12640637,AOS
197826,11558973,"PRINCIPAL FUNDS, INC.",2022-06-24,197826,11558973,AOS
180000,10135800,FIDELITY PURITAN TRUST,2021-01-20,180000,10135800,AOS
169998,11658463,AIM COUNSELOR SERIES TRUST (INVESCO COUNSELOR SERIES TRUST),2022-04-29,169998,11658463,AOS
165069,11320432,VANGUARD WORLD FUND,2022-04-29,165069,11320432,AOS
152551,8913555,iSHARES TRUST,2022-06-27,152551,8913555,AOS
151801,8869732,BBH Trust,2022-06-28,151801,8869732,AOS
147140,10700021,FIDELITY SELECT PORTFOLIOS,2021-10-26,147140,10700021,AOS
143168,9818461,Brinker Capital Destinations Trust,2022-04-28,143168,9818461,AOS
143000,12276550,FMI FUNDS INC,2022-02-15,143000,12276550,AOS
138704,8104475,FIRST TRUST EXCHANGE-TRADED ALPHADEX FUND,2022-06-24,138704,8104475,AOS
137718,8798803,Ivy Variable Insurance Portfolios,2022-05-27,137718,8798803,AOS
136735,9377286,Fidelity Commonwealth Trust II,2022-04-27,136735,9377286,AOS
134323,8581896,FIRST TRUST EXCHANGE-TRADED FUND VI,2022-05-26,134323,8581896,AOS
130909,6168432,Eaton Vance Enhanced Equity Income Fund II,2020-08-24,130909,6168432,AOS
130308,4926945,Allianz Funds Multi-Strategy Trust,2020-05-12,130308,4926945,AOS
127035,6898001,EATON VANCE TAX ADVANTAGED DIVIDEND INCOME FUND,2021-03-31,127035,6898001,AOS
125434,8013978,COLLEGE RETIREMENT EQUITIES FUND,2022-05-26,125434,8013978,AOS
125244,8001839,Bridge Builder Trust,2022-05-31,125244,8001839,AOS
122348,6889416,NEUBERGER BERMAN EQUITY FUNDS,2021-01-28,122348,6889416,AOS
118251,6909406,FIRST TRUST EXCHANGE-TRADED FUND IV,2022-06-23,118251,6909406,AOS
116476,6805693,Invesco Exchange-Traded Fund Trust II,2022-06-27,116476,6805693,AOS
112500,7187625,BOSTON TRUST WALDEN FUNDS,2022-05-25,112500,7187625,AOS
112155,7165583,MASTER INVESTMENT PORTFOLIO,2022-05-26,112155,7165583,AOS
112007,9615801,"AMERICAN CENTURY QUANTITATIVE EQUITY FUNDS, INC.",2022-02-22,112007,9615801,AOS
111380,5306143,MARSICO INVESTMENT FUND,2020-02-27,111380,5306143,AOS
110796,4695534,First Trust Exchange-Traded Fund III,2020-06-22,110796,4695534,AOS
108438,6336032,FLEXSHARES TRUST,2022-06-28,108438,6336032,AOS
108135,7415898,SCHWAB STRATEGIC TRUST,2022-04-25,108135,7415898,AOS
105383,6732920,"T. Rowe Price Index Trust, Inc.",2022-05-27,105383,6732920,AOS
103165,4861135,VANGUARD MALVERN FUNDS,2020-09-22,103165,4861135,AOS
102676,5999359,TIAA-CREF FUNDS,2022-06-28,102676,5999359,AOS
100490,4289918,Tax-Managed Value Portfolio,2020-03-31,100490,4289918,AOS
100281,6406953,VANGUARD VALLEY FORGE FUNDS,2022-05-31,100281,6406953,AOS
96636,7061193,Investment Managers Series Trust,2021-12-29,96636,7061193,AOS
95458,6098812,WisdomTree Trust,2022-05-17,95458,6098812,AOS
91769,5362063,Dimensional ETF Trust,2022-06-27,91769,5362063,AOS
90600,5293758,FIDELITY SECURITIES FUND,2022-06-24,90600,5293758,AOS
88706,5667426,"NICHOLAS Ltd EDITION, INC.",2022-05-27,88706,5667426,AOS
88702,5667171,VANGUARD INSTITUTIONAL INDEX FUNDS,2022-05-31,88702,5667171,AOS
80308,4692396,RUSSELL INVESTMENT CO,2022-06-29,80308,4692396,AOS
80000,5111200,SCHWARTZ INVESTMENT TRUST,2022-05-24,80000,5111200,AOS
77873,3813441,EATON VANCE GROWTH TRUST,2020-10-20,77873,3813441,AOS
76870,5197181,"BlackRock Utilities, Infrastructure  Power Opportunities Trust",2021-05-27,76870,5197181,AOS
75438,5173538,Fidelity Rutland Square Trust II,2022-04-27,75438,5173538,AOS
74982,3671869,EATON VANCE GROWTH TRUST,2020-10-20,74982,3671869,AOS
71127,4544304,MASTER INVESTMENT PORTFOLIO,2022-05-26,71127,4544304,AOS
70378,3858122,HARTFORD SERIES FUND INC,2021-02-24,70378,3858122,AOS
68952,4405343,HEARTLAND GROUP INC,2022-05-03,68952,4405343,AOS
67738,5815307,FIRST TRUST VARIABLE INSURANCE TRUST,2022-02-22,67738,5815307,AOS
67437,3940344,BlackRock ETF Trust,2022-06-27,67437,3940344,AOS
66682,4573052,SCHWAB STRATEGIC TRUST,2022-04-25,66682,4573052,AOS
66416,4243318,COLLEGE RETIREMENT EQUITIES FUND,2022-05-26,66416,4243318,AOS
66200,4655846,FIDELITY CAPITAL TRUST,2021-09-24,66200,4655846,AOS
64790,3785680,J.P. Morgan Exchange-Traded Fund Trust,2022-06-28,64790,3785680,AOS
62898,4252534,LORD ABBETT SERIES FUND INC,2021-05-26,62898,4252534,AOS
60841,4172476,SCHWAB STRATEGIC TRUST,2022-04-25,60841,4172476,AOS
60776,3551142,VANGUARD INTERNATIONAL EQUITY INDEX FUNDS,2022-06-29,60776,3551142,AOS
59507,4080990,VANGUARD SCOTTSDALE FUNDS,2022-04-29,59507,4080990,AOS
56914,3325485,John Hancock Exchange-Traded Fund Trust,2022-06-28,56914,3325485,AOS
53846,3440221,WisdomTree Trust,2022-05-17,53846,3440221,AOS
52706,3079612,TIAA-CREF FUNDS,2022-06-28,52706,3079612,AOS
52388,3061031,SCHWAB CAPITAL TRUST,2022-06-24,52388,3061031,AOS
52033,3568423,ALLSPRING MASTER TRUST,2022-04-29,52033,3568423,AOS
